Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Citizenship,Family Position,Attendance,Field of Study,Special Needs
1414,1,18,3,9500.0,1.0,1.0,131.0,1,19,1,4.0,7.0,127.5,1,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.457142857142856,0.0,0.0,8.0,8.0,8,14.5125,0,13.9,-0.3,0.79,Graduate,Oslo,Middle Child,Evening Classes,Commerce,Special Needs
1234,1,17,6,,1.0,1.0,150.0,1,1,37,1.0,1.0,131.5,1,0,0,1,0,0,19,0.0,0,,8,7.0,,0.0,,8.0,8.0,7,13.925714285714283,0,10.8,1.4,1.74,Graduate,Istanbul,First Child,Evening Classes,Medicine,Special Needs
2725,1,1,1,9130.0,1.0,1.0,,1,4,5,2.0,2.0,123.0,1,0,0,1,0,0,21,0.0,0,5.0,12,1.0,11.0,,0.0,5.0,9.0,2,10.5,0,12.7,3.7,-1.7,Enrolled,Milan,,Online,Science,
435,1,1,6,9500.0,1.0,1.0,144.0,1,19,19,5.0,5.0,130.3,1,0,0,1,0,1,18,0.0,0,8.0,8,7.0,13.814285714285717,0.0,0.0,8.0,8.0,7,13.814285714285717,0,12.7,3.7,-1.7,Graduate,Sofia,First Child,Evening Classes,Engineering,Special Needs
1674,1,17,4,9500.0,1.0,1.0,,1,1,1,4.0,9.0,128.5,1,0,0,1,0,0,18,0.0,0,7.0,7,6.0,12.766666666666666,,0.0,7.0,7.0,6,12.766666666666666,0,7.6,2.6,0.32,Graduate,Warsaw,,Full-Time,Medicine,
1251,1,43,1,9773.0,1.0,,,1,38,37,,5.0,127.9,1,0,0,1,0,0,20,,0,6.0,6,,,,0.0,6.0,7.0,6,12.857142857142858,0,15.5,2.8,-4.06,Graduate,,,Evening Classes,Medicine,
365,1,1,1,9085.0,1.0,1.0,,1,37,38,7.0,5.0,106.0,1,0,0,1,0,1,21,0.0,0,6.0,13,6.0,16.153846153846153,,0.0,6.0,10.0,6,15.75,0,15.5,2.8,-4.06,Graduate,Bucharest,,Full-Time,Commerce,
2090,1,1,5,9500.0,1.0,1.0,142.0,1,38,37,5.0,7.0,128.8,1,0,0,1,0,0,18,0.0,0,7.0,7,6.0,14.233333333333334,0.0,0.0,7.0,7.0,6,14.233333333333334,0,7.6,2.6,0.32,Graduate,Lisbon,First Child,Full-Time,Science,Special Needs
3531,1,42,1,9003.0,1.0,39.0,120.0,1,3,1,2.0,6.0,128.2,1,0,0,1,1,0,24,0.0,4,9.0,13,8.0,13.333333333333334,0.0,5.0,10.0,12.0,9,13.11111111111111,0,16.2,0.3,-0.92,Enrolled,Zurich,Middle Child,Part-Time,Commerce,No Special Needs
2348,1,39,1,9670.0,1.0,1.0,133.1,1,19,19,3.0,3.0,125.3,0,1,0,1,1,1,30,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,12.4,0.5,1.79,Dropout,Edinburgh,First Child,Online,Commerce,Special Needs
276,1,42,1,9853.0,1.0,1.0,120.0,1,37,38,3.0,3.0,113.7,0,0,0,1,0,0,20,0.0,0,6.0,8,5.0,11.0,0.0,0.0,6.0,10.0,3,10.666666666666666,0,12.7,3.7,-1.7,Dropout,Saint Petersburg,First Child,Part-Time,Commerce,No Special Needs
3168,1,1,1,9254.0,1.0,1.0,,1,1,1,4.0,2.0,126.2,0,0,1,0,0,1,21,0.0,0,6.0,7,6.0,13.428571428571429,,0.0,6.0,8.0,6,11.333333333333334,0,8.9,1.4,3.51,Dropout,Saint Petersburg,,Part-Time,Commerce,
3418,1,1,1,9853.0,1.0,1.0,,1,38,37,9.0,9.0,126.9,1,0,0,1,0,1,19,0.0,0,7.0,7,7.0,13.285714285714286,,0.0,7.0,7.0,7,14.428571428571429,0,11.1,0.6,2.02,Graduate,Brussels,,Full-Time,Engineering,
2686,1,51,1,9147.0,1.0,1.0,130.0,1,19,38,9.0,8.0,115.7,0,0,0,1,1,0,20,0.0,0,5.0,7,5.0,11.0,0.0,0.0,5.0,7.0,3,10.0,0,8.9,1.4,3.51,Enrolled,Warsaw,First Child,Full-Time,Medicine,Special Needs
3188,1,17,1,9147.0,1.0,,,1,19,38,,4.0,132.1,1,0,0,1,1,0,21,,0,5.0,10,,,0.0,0.0,5.0,5.0,0,0.0,0,11.1,0.6,2.02,Dropout,,,Full-Time,Arts,Special Needs
1506,1,39,1,9991.0,0.0,1.0,,41,37,19,9.0,9.0,160.0,0,0,0,1,0,1,31,1.0,0,5.0,13,4.0,10.5,,0.0,5.0,10.0,4,10.5,0,15.5,2.8,-4.06,Enrolled,Athens,,Online,Arts,
407,1,39,1,9991.0,0.0,40.0,140.0,1,1,19,9.0,9.0,139.0,0,0,0,1,0,0,27,0.0,0,5.0,5,5.0,15.8,0.0,0.0,5.0,5.0,5,14.8,0,8.9,1.4,3.51,Graduate,Rome,Youngest Child,Online,Arts,No Special Needs
3749,1,1,4,9070.0,1.0,1.0,,1,3,19,1.0,5.0,138.3,1,0,0,1,0,0,19,0.0,0,6.0,6,6.0,14.666666666666666,,0.0,6.0,6.0,6,13.166666666666666,0,9.4,-0.8,-3.12,Graduate,Stockholm,,Evening Classes,Arts,
1644,1,17,4,9254.0,1.0,1.0,124.0,1,3,3,3.0,3.0,126.1,1,0,0,1,0,0,20,0.0,0,5.0,5,5.0,11.4,0.0,0.0,6.0,11.0,1,11.0,0,10.8,1.4,1.74,Dropout,Brussels,Youngest Child,Evening Classes,Science,Special Needs
2260,1,1,2,9670.0,1.0,1.0,,1,1,19,4.0,4.0,116.1,0,0,0,1,1,1,19,0.0,0,6.0,10,6.0,13.125,,0.0,6.0,9.0,6,12.714285714285714,0,11.1,0.6,2.02,Enrolled,Barcelona,,Part-Time,Medicine,
2098,1,18,1,9500.0,1.0,1.0,126.0,1,37,19,5.0,5.0,119.3,0,0,0,1,0,1,19,0.0,0,8.0,9,8.0,13.78125,1.0,0.0,8.0,9.0,8,13.78125,1,9.4,-0.8,-3.12,Graduate,Vienna,Middle Child,Online,Medicine,No Special Needs
2488,1,17,6,9147.0,1.0,1.0,133.0,1,19,38,5.0,6.0,123.2,1,0,0,1,1,0,20,0.0,0,5.0,7,3.0,12.666666666666666,1.0,0.0,5.0,12.0,2,12.5,0,9.4,-0.8,-3.12,Enrolled,Zurich,Middle Child,Part-Time,Science,No Special Needs
4395,1,17,3,9773.0,1.0,1.0,,1,34,34,99.0,99.0,133.1,1,0,1,1,0,1,19,0.0,0,6.0,8,6.0,12.166666666666666,,0.0,6.0,8.0,5,12.4,0,9.4,-0.8,-3.12,Dropout,Kyiv,,Part-Time,Arts,
2936,1,44,1,9085.0,1.0,1.0,,1,29,10,6.0,6.0,150.0,1,0,0,1,0,0,21,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Munich,,Online,Commerce,
844,1,1,1,9238.0,1.0,1.0,,1,38,34,9.0,9.0,133.6,1,0,0,1,0,0,18,0.0,0,6.0,9,5.0,11.4,,0.0,6.0,8.0,5,10.8,0,9.4,-0.8,-3.12,Graduate,Milan,,Evening Classes,Commerce,
3774,1,1,1,9238.0,1.0,1.0,117.0,1,1,19,4.0,7.0,113.5,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.166666666666666,0.0,0.0,6.0,7.0,6,14.142857142857142,0,11.1,0.6,2.02,Graduate,Budapest,First Child,Evening Classes,Science,Special Needs
100,1,53,1,9085.0,1.0,42.0,130.0,1,38,38,9.0,9.0,128.8,0,0,0,1,0,0,21,0.0,7,10.0,12,8.0,12.875,0.0,4.0,9.0,14.0,5,13.4,0,8.9,1.4,3.51,Dropout,Lisbon,Youngest Child,Online,Science,No Special Needs
86,1,39,1,9670.0,1.0,1.0,,1,1,19,4.0,5.0,100.0,0,0,0,1,0,1,25,0.0,0,5.0,7,4.0,10.5,,0.0,5.0,7.0,5,11.6,0,9.4,-0.8,-3.12,Graduate,Copenhagen,,Full-Time,Arts,
3680,1,1,1,171.0,,,,1,37,38,,,120.7,1,0,1,1,1,0,18,,0,0.0,0,,,0.0,0.0,,,0,,0,7.6,,0.32,Dropout,,,Online,Medicine,Special Needs
2459,1,1,1,9147.0,1.0,1.0,,1,19,37,9.0,9.0,129.9,0,0,0,1,1,0,18,0.0,0,5.0,5,5.0,11.6,,0.0,5.0,5.0,5,13.2,0,12.4,0.5,1.79,Graduate,Amsterdam,,Part-Time,Engineering,
3043,1,1,1,9070.0,1.0,1.0,131.0,1,3,3,3.0,3.0,135.9,0,0,0,1,0,1,21,0.0,1,6.0,8,6.0,12.571428571428571,1.0,0.0,6.0,8.0,6,11.625,0,13.9,-0.3,0.79,Graduate,Barcelona,Middle Child,Online,Arts,No Special Needs
2236,1,1,1,9254.0,1.0,1.0,,1,38,19,9.0,4.0,117.8,0,0,0,1,1,0,19,0.0,0,6.0,10,4.0,12.75,,0.0,6.0,12.0,2,13.0,0,10.8,1.4,1.74,Enrolled,Edinburgh,,Evening Classes,Commerce,
4420,1,1,2,9773.0,1.0,1.0,,105,1,1,9.0,9.0,119.0,1,0,1,0,0,0,18,1.0,0,6.0,6,6.0,12.0,,0.0,6.0,6.0,2,11.0,0,11.1,0.6,2.02,Dropout,Saint Petersburg,,Full-Time,Engineering,
1196,1,7,1,9070.0,1.0,3.0,140.0,1,37,2,9.0,3.0,140.0,0,0,0,0,0,0,23,0.0,0,3.0,3,2.0,10.0,0.0,0.0,6.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Sofia,Middle Child,Online,Science,No Special Needs
855,1,1,3,9773.0,1.0,1.0,,1,1,39,4.0,1.0,128.1,1,1,0,1,1,0,21,0.0,0,6.0,6,5.0,11.8,,0.0,6.0,9.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Helsinki,,Full-Time,Medicine,
1878,1,1,2,171.0,1.0,1.0,,1,2,19,5.0,5.0,139.6,1,0,1,0,1,1,18,0.0,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Istanbul,,Online,Engineering,
2619,1,44,1,9238.0,1.0,1.0,,1,1,1,5.0,5.0,143.4,0,0,0,1,0,1,21,0.0,3,6.0,6,6.0,14.833333333333334,,2.0,6.0,7.0,6,12.571428571428571,0,13.9,-0.3,0.79,Graduate,Munich,,Part-Time,Commerce,
1936,1,17,1,9130.0,1.0,1.0,147.0,1,4,1,2.0,10.0,141.8,1,0,0,1,0,0,19,0.0,0,6.0,8,6.0,13.0,0.0,0.0,6.0,9.0,4,12.8,0,13.9,-0.3,0.79,Graduate,Zurich,Middle Child,Online,Engineering,No Special Needs
78,1,17,4,9500.0,1.0,1.0,150.0,1,38,37,9.0,9.0,130.8,0,0,0,1,1,1,22,0.0,0,7.0,7,7.0,14.842857142857142,0.0,0.0,8.0,9.0,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate,,First Child,Evening Classes,Arts,Special Needs
944,1,16,1,9556.0,,1.0,137.0,1,37,37,9.0,,122.7,1,0,0,1,0,1,18,,0,7.0,7,7.0,15.285714285714286,0.0,0.0,,,8,,0,12.4,,1.79,Graduate,,Youngest Child,Evening Classes,Science,Special Needs
199,1,39,1,9500.0,1.0,1.0,,1,1,3,175.0,121.0,105.9,0,0,0,1,0,0,35,0.0,0,3.0,4,3.0,11.816666666666668,,0.0,3.0,3.0,3,11.333333333333334,0,11.1,0.6,2.02,Enrolled,Vienna,,Part-Time,Medicine,
3535,1,51,1,9991.0,0.0,39.0,,1,1,4,4.0,10.0,118.1,0,0,0,1,1,0,28,0.0,13,15.0,17,13.0,12.0,,9.0,13.0,13.0,9,11.333333333333334,0,8.9,1.4,3.51,Dropout,Helsinki,,Evening Classes,Commerce,
1978,1,44,1,9085.0,1.0,1.0,140.0,1,1,2,3.0,3.0,140.0,0,0,0,1,0,0,20,0.0,0,6.0,7,6.0,14.285714285714286,0.0,0.0,6.0,9.0,3,13.0,0,13.9,-0.3,0.79,Enrolled,Amsterdam,Middle Child,Full-Time,Arts,No Special Needs
4001,1,42,1,9119.0,1.0,1.0,,1,3,3,3.0,2.0,133.6,1,0,0,1,1,0,22,0.0,0,5.0,0,0.0,0.0,,0.0,5.0,0.0,0,0.0,0,10.8,1.4,1.74,Dropout,Copenhagen,,Evening Classes,Science,
801,1,1,2,,1.0,1.0,,1,19,1,9.0,8.0,110.0,1,0,1,0,0,0,18,0.0,0,,0,0.0,,,,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Madrid,,Evening Classes,Commerce,
3414,1,17,3,9500.0,1.0,1.0,138.0,1,1,19,7.0,8.0,129.3,1,0,0,1,0,1,18,0.0,0,7.0,8,6.0,13.271666666666668,0.0,0.0,8.0,11.0,7,12.94375,0,12.4,0.5,1.79,Graduate,Edinburgh,First Child,Online,Science,No Special Needs
3203,1,17,1,9773.0,1.0,1.0,125.0,1,3,3,2.0,3.0,118.0,1,0,0,1,1,0,19,0.0,0,6.0,12,4.0,10.8,0.0,0.0,6.0,14.0,3,11.0,0,13.9,-0.3,0.79,Dropout,,Youngest Child,Evening Classes,Medicine,Special Needs
2417,1,43,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,135.8,1,0,0,1,1,0,25,0.0,14,15.0,16,15.0,10.8,,13.0,14.0,14.0,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate,Vienna,,Full-Time,Arts,
2288,1,42,1,9119.0,1.0,1.0,,1,1,37,5.0,5.0,117.5,0,0,0,1,1,0,19,0.0,2,5.0,6,4.0,11.8,,0.0,5.0,7.0,2,11.5,0,15.5,2.8,-4.06,Enrolled,Vienna,,Evening Classes,Arts,
231,1,39,1,9254.0,1.0,3.0,133.1,1,19,19,4.0,6.0,130.5,0,0,0,1,0,0,38,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,15.5,2.8,-4.06,Dropout,Prague,Youngest Child,Evening Classes,Engineering,No Special Needs
2107,1,1,1,9773.0,1.0,1.0,140.0,1,37,37,9.0,9.0,142.5,1,0,0,1,0,0,18,0.0,0,6.0,6,6.0,13.333333333333334,0.0,0.0,6.0,9.0,5,13.2,0,9.4,-0.8,-3.12,Graduate,Bucharest,First Child,Evening Classes,Arts,No Special Needs
1849,1,43,3,9254.0,1.0,1.0,,1,3,3,2.0,2.0,122.1,0,0,0,1,1,0,19,0.0,0,6.0,14,3.0,12.5,,0.0,6.0,9.0,4,11.0,0,12.7,3.7,-1.7,Enrolled,Athens,,Evening Classes,Medicine,
3042,1,17,4,9670.0,1.0,1.0,110.0,1,1,37,7.0,7.0,111.1,1,0,0,0,0,0,18,0.0,0,6.0,6,6.0,12.333333333333334,0.0,0.0,6.0,8.0,5,13.6,0,8.9,1.4,3.51,Graduate,Barcelona,First Child,Full-Time,Commerce,Special Needs
1033,1,17,1,9085.0,,1.0,129.0,1,1,37,9.0,,118.2,1,0,0,1,0,1,18,,0,5.0,7,4.0,13.25,0.0,0.0,,,5,,0,10.8,,1.74,Graduate,,Youngest Child,Online,Commerce,Special Needs
3300,1,1,1,171.0,1.0,1.0,138.0,1,19,19,5.0,1.0,130.7,1,0,0,1,0,0,18,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,13.9,-0.3,0.79,Dropout,Milan,Middle Child,Evening Classes,Science,Special Needs
2905,1,17,1,9773.0,1.0,1.0,,1,3,1,2.0,3.0,132.5,1,0,0,1,0,0,19,0.0,0,6.0,7,6.0,12.5,,0.0,6.0,7.0,6,12.5,0,10.8,1.4,1.74,Graduate,Copenhagen,,Full-Time,Engineering,
1583,1,17,1,9853.0,1.0,1.0,,1,37,38,9.0,9.0,125.0,1,0,0,1,0,1,21,0.0,0,6.0,9,5.0,12.0,,0.0,6.0,8.0,5,11.2,0,10.8,1.4,1.74,Dropout,Saint Petersburg,,Evening Classes,Commerce,
2698,1,44,1,,1.0,39.0,123.9,1,37,1,9.0,7.0,123.9,0,0,0,1,1,0,20,0.0,2,,9,5.0,,0.0,,9.0,10.0,8,12.75,1,16.2,0.3,-0.92,Dropout,Helsinki,Middle Child,Part-Time,Commerce,Special Needs
2191,1,1,6,9500.0,1.0,1.0,,1,4,19,2.0,3.0,124.7,1,0,0,1,1,0,18,0.0,0,7.0,0,0.0,0.0,,0.0,8.0,0.0,0,0.0,0,16.2,0.3,-0.92,Dropout,,,Part-Time,Medicine,
4140,4,7,1,9238.0,1.0,40.0,130.0,1,34,34,99.0,99.0,130.0,0,0,1,1,0,0,41,0.0,0,6.0,0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Istanbul,Middle Child,Part-Time,Commerce,No Special Needs
424,1,17,6,9556.0,1.0,1.0,,1,19,2,5.0,3.0,112.2,1,0,0,1,0,0,20,0.0,0,7.0,7,7.0,13.785714285714286,,0.0,8.0,8.0,8,14.1,0,12.4,0.5,1.79,Graduate,Amsterdam,,Full-Time,Medicine,
392,1,1,6,9773.0,1.0,1.0,141.0,1,30,37,7.0,7.0,128.4,1,0,1,0,0,0,18,0.0,0,6.0,8,5.0,13.0,0.0,0.0,6.0,8.0,5,11.4,0,7.6,2.6,0.32,Dropout,Budapest,Youngest Child,Evening Classes,Medicine,No Special Needs
1143,1,1,1,9853.0,1.0,1.0,152.0,1,19,19,9.0,5.0,154.1,0,0,1,1,0,1,18,0.0,0,6.0,6,6.0,13.333333333333334,0.0,0.0,6.0,7.0,6,12.571428571428571,0,12.7,3.7,-1.7,Graduate,Madrid,First Child,Part-Time,Engineering,No Special Needs
4187,2,39,1,8014.0,0.0,1.0,,1,37,38,3.0,7.0,134.5,0,0,0,1,0,0,28,0.0,0,6.0,8,5.0,11.833333333333334,,0.0,6.0,6.0,6,13.0,0,16.2,0.3,-0.92,Graduate,Rome,,Evening Classes,Commerce,
191,1,1,1,8014.0,0.0,1.0,120.0,1,1,37,7.0,3.0,122.8,0,0,0,1,0,0,23,0.0,0,6.0,13,2.0,10.0,0.0,0.0,5.0,12.0,1,10.0,0,9.4,-0.8,-3.12,Enrolled,,Youngest Child,Online,Medicine,Special Needs
104,1,18,1,9853.0,1.0,1.0,,1,19,19,9.0,7.0,117.4,1,0,0,1,0,0,19,0.0,0,6.0,0,0.0,0.0,,0.0,6.0,0.0,0,0.0,0,11.1,0.6,2.02,Dropout,Bucharest,,Online,Science,
3543,1,17,1,9085.0,1.0,,,1,19,38,,8.0,122.5,0,0,0,0,1,0,19,,0,6.0,11,,,0.0,0.0,6.0,11.0,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled,,,Full-Time,Science,Special Needs
3945,1,17,1,9773.0,1.0,1.0,,1,37,37,9.0,8.0,116.1,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,13.857142857142858,,0.0,6.0,7.0,6,14.285714285714286,0,13.9,-0.3,0.79,Graduate,Venice,,Part-Time,Engineering,
2860,4,43,1,9238.0,,1.0,120.0,1,37,37,9.0,,110.0,0,0,1,1,0,0,34,,0,6.0,13,4.0,11.25,0.0,0.0,,,4,,0,13.9,,0.79,Graduate,,Youngest Child,Full-Time,Science,No Special Needs
2298,1,1,1,9238.0,1.0,1.0,,1,1,1,4.0,4.0,118.8,0,0,0,1,1,0,19,0.0,0,6.0,12,4.0,12.25,,0.0,6.0,9.0,6,11.0,0,9.4,-0.8,-3.12,Graduate,Athens,,Evening Classes,Science,
553,1,17,3,9119.0,1.0,1.0,117.0,1,1,2,3.0,2.0,119.8,1,0,0,1,1,0,19,0.0,0,5.0,10,2.0,11.0,0.0,0.0,6.0,10.0,0,0.0,0,11.1,0.6,2.02,Dropout,Copenhagen,First Child,Part-Time,Commerce,No Special Needs
3875,1,43,1,9500.0,1.0,19.0,133.1,1,34,34,0.0,0.0,110.0,1,0,0,1,1,0,27,0.0,0,7.0,7,0.0,0.0,6.0,0.0,7.0,7.0,0,0.0,6,7.6,2.6,0.32,Dropout,Dublin,First Child,Part-Time,Engineering,Special Needs
1948,1,1,1,9773.0,1.0,1.0,139.0,1,38,38,9.0,9.0,145.0,1,0,0,1,0,1,18,0.0,0,6.0,6,6.0,13.333333333333334,0.0,0.0,6.0,6.0,6,13.333333333333334,0,9.4,-0.8,-3.12,Graduate,Dublin,Middle Child,Online,Commerce,Special Needs
1459,1,18,1,9147.0,1.0,1.0,119.0,1,37,37,7.0,7.0,112.0,1,0,0,0,1,0,20,0.0,0,5.0,5,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Dropout,Athens,First Child,Full-Time,Arts,No Special Needs
1756,1,17,1,171.0,1.0,1.0,145.0,1,4,4,3.0,3.0,143.6,0,0,1,1,1,0,19,0.0,5,12.0,12,10.0,12.7,0.0,4.0,11.0,16.0,10,12.272727272727272,0,8.9,1.4,3.51,Enrolled,,Youngest Child,Part-Time,Engineering,Special Needs
2562,2,39,1,9500.0,1.0,19.0,,1,38,38,2.0,10.0,120.0,0,0,0,1,0,0,37,0.0,0,7.0,9,2.0,10.75,,0.0,7.0,9.0,0,0.0,0,16.2,0.3,-0.92,Dropout,Barcelona,,Full-Time,Medicine,
2672,1,1,2,9254.0,1.0,1.0,120.0,1,19,1,9.0,8.0,117.2,0,0,0,1,1,0,21,0.0,0,6.0,8,3.0,12.0,0.0,0.0,6.0,9.0,1,11.0,0,15.5,2.8,-4.06,Dropout,Oslo,Middle Child,Part-Time,Arts,No Special Needs
3126,1,17,1,9238.0,1.0,1.0,126.0,1,37,19,9.0,8.0,116.9,1,0,0,1,0,0,21,0.0,0,6.0,11,6.0,10.375,0.0,0.0,6.0,12.0,3,11.666666666666666,0,12.7,3.7,-1.7,Enrolled,Munich,Youngest Child,Part-Time,Engineering,Special Needs
3341,1,17,1,9670.0,1.0,1.0,,1,1,1,4.0,8.0,123.0,0,0,1,0,1,0,20,0.0,0,6.0,7,5.0,12.4,,0.0,6.0,8.0,4,13.0,0,13.9,-0.3,0.79,Enrolled,,,Part-Time,Medicine,
1787,1,7,1,9991.0,0.0,3.0,140.0,1,37,37,9.0,9.0,140.0,0,0,0,1,1,0,27,0.0,0,5.0,6,4.0,13.5,0.0,0.0,5.0,6.0,4,13.75,0,7.6,2.6,0.32,Graduate,Brussels,Youngest Child,Part-Time,Commerce,Special Needs
3655,1,44,1,9238.0,1.0,39.0,,1,1,1,3.0,5.0,141.7,0,0,0,1,0,1,20,0.0,3,6.0,6,6.0,12.833333333333334,,2.0,6.0,6.0,6,12.833333333333334,0,13.9,-0.3,0.79,Graduate,Amsterdam,,Evening Classes,Commerce,
1587,1,17,2,9119.0,1.0,1.0,133.1,1,1,2,3.0,3.0,117.0,1,0,0,1,1,0,21,0.0,0,5.0,10,5.0,11.166666666666666,0.0,0.0,5.0,10.0,3,10.8,0,12.4,0.5,1.79,Enrolled,Athens,First Child,Evening Classes,Commerce,No Special Needs
2886,2,39,1,9991.0,0.0,1.0,,1,37,37,9.0,9.0,120.7,0,0,0,1,0,0,39,0.0,0,5.0,6,5.0,11.0,,0.0,5.0,5.0,5,13.2,0,7.6,2.6,0.32,Graduate,Berlin,,Evening Classes,Commerce,
1731,1,1,1,,1.0,1.0,,1,19,19,90.0,8.0,133.9,1,0,0,0,1,0,20,0.0,0,,7,4.0,,,,5.0,11.0,3,12.0,2,10.8,1.4,1.74,Dropout,Milan,,Part-Time,Commerce,
3386,1,1,2,9500.0,1.0,1.0,147.0,1,3,1,4.0,3.0,136.7,0,0,0,1,0,0,18,0.0,0,7.0,7,7.0,13.995714285714287,0.0,0.0,8.0,9.0,8,14.955555555555556,0,11.1,0.6,2.02,Graduate,Venice,Youngest Child,Part-Time,Arts,Special Needs
2925,1,1,1,9773.0,1.0,1.0,,1,37,37,9.0,7.0,150.2,0,0,0,1,0,1,18,0.0,0,6.0,6,6.0,14.5,,0.0,6.0,6.0,6,14.666666666666666,0,16.2,0.3,-0.92,Graduate,Lisbon,,Evening Classes,Science,
2921,1,39,1,8014.0,0.0,1.0,,1,19,37,4.0,5.0,117.5,0,0,0,1,0,0,34,0.0,0,6.0,6,4.0,13.25,,0.0,6.0,6.0,0,0.0,0,12.7,3.7,-1.7,Enrolled,,,Part-Time,Arts,
2899,1,17,2,171.0,1.0,1.0,131.0,1,2,1,3.0,3.0,148.9,1,0,0,1,0,0,20,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,9.4,-0.8,-3.12,Graduate,Amsterdam,First Child,Online,Engineering,Special Needs
1791,1,1,4,9147.0,1.0,1.0,146.0,1,3,1,3.0,10.0,138.7,0,0,0,1,1,0,18,0.0,0,5.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0,0.0,0,8.9,1.4,3.51,Dropout,Dublin,Middle Child,Part-Time,Arts,No Special Needs
2775,1,1,4,9500.0,1.0,1.0,142.0,1,38,37,9.0,5.0,127.3,1,0,0,1,0,0,18,0.0,0,8.0,8,7.0,15.075714285714286,0.0,0.0,8.0,8.0,7,15.075714285714286,0,10.8,1.4,1.74,Graduate,Helsinki,First Child,Evening Classes,Commerce,No Special Needs
1940,1,1,2,9254.0,1.0,1.0,136.0,1,1,1,9.0,4.0,123.4,1,0,0,1,0,1,18,0.0,0,6.0,9,6.0,13.571428571428571,0.0,0.0,6.0,6.0,6,12.166666666666666,0,8.9,1.4,3.51,Graduate,Paris,Middle Child,Full-Time,Commerce,No Special Needs
702,1,7,1,9556.0,1.0,4.0,190.0,1,5,5,2.0,2.0,190.0,1,0,0,1,1,0,43,0.0,4,4.0,4,4.0,13.875,0.0,1.0,1.0,1.0,1,12.5,0,11.1,0.6,2.02,Dropout,Kyiv,First Child,Evening Classes,Engineering,Special Needs
2596,1,1,1,9070.0,1.0,1.0,133.1,1,1,37,5.0,9.0,143.0,1,0,1,1,0,0,21,0.0,0,6.0,9,5.0,11.4,0.0,0.0,6.0,8.0,5,12.2,0,12.7,3.7,-1.7,Dropout,Kyiv,First Child,Evening Classes,Medicine,Special Needs
2216,1,18,2,9556.0,1.0,1.0,,1,3,3,2.0,2.0,115.5,0,0,0,1,1,0,18,0.0,0,7.0,11,6.0,13.433333333333332,,0.0,7.0,10.0,4,13.6,0,8.9,1.4,3.51,Graduate,Paris,,Part-Time,Arts,
4038,1,1,3,9085.0,1.0,1.0,,1,1,19,9.0,9.0,153.6,1,0,0,1,0,1,18,0.0,0,6.0,7,6.0,15.666666666666666,,0.0,6.0,8.0,6,15.285714285714286,0,8.9,1.4,3.51,Graduate,Barcelona,,Evening Classes,Medicine,
994,2,7,1,9238.0,1.0,3.0,,1,37,37,191.0,192.0,150.0,0,0,0,1,0,0,31,0.0,1,6.0,12,5.0,12.5,,0.0,6.0,10.0,5,14.6,0,12.7,3.7,-1.7,Graduate,Sofia,,Part-Time,Science,
464,1,17,1,9238.0,1.0,,,1,1,1,,9.0,129.8,0,0,0,1,0,0,20,,0,6.0,11,,,0.0,0.0,6.0,11.0,4,10.4,0,15.5,2.8,-4.06,Enrolled,,,Online,Medicine,Special Needs
